name,role,bat_style,field_style,awards,importance,1st position batting,2nd position batting,3rd position batting,4th position batting,5th position batting,6th position batting,7th position batting,runs,batting_average,batting_innings,strike_rate,fours,sixes,bowl_style,bowling_innings,wickets,bowling_average,economy_rate,5th position bowling,6th position bowling,7th position bowling,8th position bowling,8th position batting,1st position bowling,2nd position bowling,3rd position bowling,4th position bowling,9th position batting,10th position batting,11th position batting,10th position bowling,11th position bowling,9th position bowling
Manish Pandey,Batter,right-hand bat,0.0,6.0,1.160142348754448,25.2,36.3,31.26,32.05,36.34,44.66,21.33,7008.0,31.56,282.0,123.81,579.0,222.0,right-arm medium,10.0,10.0,21.2,7.57,1.0,4.0,4.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rilee Rossouw,Batter,left-hand bat,0.0,25.0,1.008426966292134,24.62,24.98,38.18,23.17,26.05,21.4,0.0,9071.0,29.45,354.0,144.44,872.0,382.0,right-arm offbreak,6.0,0.0,5.64,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sherfane Rutherford,Batter,left-hand bat,0.0,8.0,1.228187919463087,0.0,0.0,11.0,34.85,18.32,26.64,12.11,2660.0,22.93,149.0,134.61,179.0,167.0,right-arm fast-medium,22.0,9.0,42.11,9.28,0.0,6.0,1.0,0.0,15.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashton Turner,Batter,right-hand bat,0.0,8.0,1.171875,0.0,0.0,46.2,25.26,27.75,22.84,11.71,3428.0,25.77,185.0,141.47,235.0,134.0,right-arm offbreak,68.0,0.0,7.52,19.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Vince,Batter,right-hand bat,0.0,33.0,1.130890052356021,27.16,37.97,28.26,29.72,43.0,0.0,0.0,11647.0,31.99,407.0,135.02,1299.0,296.0,right-arm medium,7.0,0.0,6.69,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shahbaz Ahamad,AllRounder,right-hand bat,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,right-arm medium,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moeen Ali,AllRounder,left-hand bat,0.0,32.0,1.061971830985915,26.78,33.47,25.65,21.33,19.63,24.74,19.08,7118.0,24.29,333.0,138.75,605.0,365.0,right-arm offbreak,301.0,0.0,7.6,19.4,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim David,AllRounder,right-hand bat,0.0,9.0,1.179591836734693,19.0,0.0,44.58,28.91,31.4,29.16,21.21,5152.0,29.6,244.0,160.0,359.0,318.0,right-arm offbreak,60.0,0.0,8.93,43.0,0.0,0.0,0.0,0.0,14.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deepak Hooda,AllRounder,right-hand bat,0.0,3.0,1.073891625615763,52.0,0.0,31.02,29.82,15.94,22.22,12.62,3636.0,24.56,180.0,138.09,253.0,164.0,right-arm offbreak,74.0,27.0,42.88,7.56,2.0,14.0,4.0,0.0,5.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Jacks,AllRounder,right-hand bat,0.0,17.0,1.191011235955056,27.32,31.73,21.56,45.5,7.66,26.0,0.0,5090.0,28.27,191.0,156.23,478.0,274.0,right-arm offbreak,91.0,0.0,7.28,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azmatullah Omarzai,AllRounder,right-hand bat,0.0,8.0,1.254716981132075,0.0,13.0,16.4,10.71,25.4,24.08,20.05,1276.0,18.76,91.0,131.54,80.0,68.0,right-arm medium-fast,114.0,106.0,27.41,8.24,4.0,3.0,0.0,0.0,14.85,24.0,33.0,29.0,13.0,22.0,0.0,21.0,0.0,0.0,0.0
R. Sai Kishore,AllRounder,left-hand bat,0.0,8.0,1.063492063492063,0.0,28.18,23.84,24.8,21.82,21.0,6.66,3561.0,23.12,177.0,123.3,299.0,135.0,right-arm offbreak,73.0,36.0,29.38,8.67,6.0,6.0,9.0,0.0,52.0,0.0,3.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Romario Shepherd,AllRounder,right-hand bat,0.0,10.0,1.178082191780822,0.0,0.0,6.0,0.0,15.16,15.8,25.45,1656.0,23.0,117.0,148.52,101.0,119.0,right-arm fast-medium,147.0,158.0,25.24,9.06,33.0,15.0,6.0,0.0,28.76,12.0,38.0,22.0,32.0,31.75,16.0,0.0,0.0,0.0,0.0
Tom Banton,Batter,right-hand bat,1.0,10.0,0.9696969696969692,28.58,23.94,39.09,21.14,0.0,0.0,4.0,4232.0,27.66,162.0,144.28,439.0,178.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Billings,Batter,right-hand bat,1.0,19.0,1.072289156626506,24.83,22.59,18.5,26.68,24.67,20.59,9.85,6830.0,24.21,329.0,132.87,588.0,215.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jordan Cox,Batter,right-hand bat,1.0,4.0,1.206611570247933,18.66,24.77,24.8,28.3,57.55,29.23,14.87,2801.0,28.29,125.0,136.76,238.0,97.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Mcdermott,Batter,right-hand bat,1.0,10.0,1.022471910112359,30.93,26.43,34.4,37.16,26.71,11.2,27.0,4571.0,30.67,174.0,135.35,343.0,219.0,right-arm medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kusal Mendis,Batter,right-hand bat,1.0,13.0,0.827586206896551,48.64,31.17,22.81,16.6,10.25,1.5,0.0,4575.0,30.09,162.0,136.64,412.0,189.0,legbreak,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kusal Perera,Batter,left-hand bat,1.0,9.0,0.86,28.47,26.19,30.9,22.19,8.0,9.5,11.0,4563.0,26.52,184.0,136.94,438.0,174.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Philippe,Batter,right-hand bat,1.0,10.0,1.122807017543859,28.19,20.78,21.15,7.0,0.0,27.4,0.0,2823.0,25.66,121.0,133.6,268.0,82.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Seifert,Batter,right-hand bat,1.0,6.0,0.9958506224066392,29.96,30.0,29.77,25.5,21.6,19.76,12.85,5372.0,27.13,228.0,130.57,485.0,224.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nandre Burger,Bowler,left-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,5.5,23.0,51.16,3.0,0.0,left-arm fast-medium,67.0,77.0,23.44,7.73,0.0,0.0,0.0,0.0,3.5,24.0,39.0,10.0,4.0,5.0,5.4,8.5,0.0,0.0,0.0
Spencer Johnson,Bowler,left-hand bat,0.0,2.0,1.180327868852459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,8.0,22.0,118.91,13.0,3.0,left-arm fast,67.0,0.0,7.75,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,5.6,17.5,0.0,0.0,0.0
Umran Malik,Bowler,right-hand bat,0.0,2.0,0.928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,11.5,14.0,115.0,3.0,3.0,right-arm fast,54.0,65.0,24.98,9.1,23.0,7.0,1.0,0.0,0.0,0.0,1.0,14.0,19.0,1.0,12.0,21.0,0.0,0.0,0.0
Mustafizur Rahman,Bowler,left-hand bat,0.0,11.0,0.9683098591549292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,6.12,79.0,72.86,9.0,11.0,left-arm fast-medium,279.0,351.0,21.72,7.51,40.0,4.0,1.0,0.0,0.0,35.0,60.0,96.0,115.0,2.14,4.87,8.35,0.0,0.0,0.0
Ishant Sharma,Bowler,right-hand bat,0.0,4.0,1.035714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,8.37,36.0,77.9,5.0,2.0,right-arm fast-medium,172.0,151.0,31.27,7.83,3.0,1.0,0.0,0.0,0.0,58.0,70.0,16.0,3.0,2.0,4.71,0.0,0.0,0.0,0.0
Nuwan Thushara,Bowler,right-hand bat,0.0,1.0,0.902654867256637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,32.0,68.96,2.0,2.0,right-arm medium-fast,110.0,151.0,19.06,8.03,9.0,3.0,0.0,0.0,0.0,45.0,59.0,18.0,17.0,0.0,0.66,5.42,0.0,0.0,0.0
Naveen Ul Haq,Bowler,right-hand bat,0.0,5.0,1.08695652173913,32.5,58.0,31.55,6.5,0.0,0.0,0.0,1251.0,32.92,45.0,126.1,125.0,37.0,legbreak,14.0,6.0,25.66,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaydev Unadkat,Bowler,right-hand bat,0.0,7.0,1.112299465240641,0.0,0.0,0.0,0.0,0.0,8.0,25.4,562.0,15.61,77.0,130.09,38.0,28.0,left-arm medium,198.0,234.0,24.18,8.02,5.0,6.0,6.0,0.0,22.6,133.0,36.0,24.0,24.0,14.0,8.85,3.33,0.0,0.0,0.0
Umesh Yadav,Bowler,right-hand bat,0.0,10.0,1.048128342245989,0.0,4.0,0.0,0.0,0.0,2.0,1.0,333.0,11.1,70.0,120.65,23.0,19.0,right-arm fast,192.0,202.0,27.42,8.34,6.0,4.0,1.0,0.0,15.25,82.0,64.0,24.0,21.0,11.41,10.7,21.0,0.0,0.0,0.0
Rishad Hossain,Bowler,right-hand bat,0.0,2.0,1.314814814814814,0.0,0.0,0.0,2.0,0.0,3.0,6.75,280.0,11.66,32.0,140.0,20.0,19.0,legbreak googly,60.0,63.0,22.0,8.01,42.0,13.0,3.0,0.0,14.76,0.0,0.0,0.0,5.0,12.5,0.0,0.0,0.0,0.0,0.0
Zahir Khan Pakten,Bowler,left-hand bat,0.0,4.0,0.9615384615384612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,33.0,63.93,3.0,0.0,left-arm medium-fast,103.0,138.0,18.89,6.99,0.0,0.0,0.0,0.0,0.0,122.0,8.0,2.0,6.0,0.0,2.2,3.5,0.0,0.0,0.0
Nqabayomzi Peter,Bowler,right-hand bat,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,11.33,6.0,130.76,3.0,1.0,legbreak,29.0,35.0,20.14,7.69,11.0,20.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,13.0,12.0,0.0,0.0,0.0,0.0
Tanveer Sangha,Bowler,right-hand bat,0.0,0.0,0.8103448275862061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,11.0,87.8,3.0,1.0,legbreak,52.0,0.0,7.49,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.66,0.0,0.0,0.0
Tabraiz Shamsi,Bowler,right-hand bat,0.0,17.0,0.9355932203389832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,4.19,61.0,52.38,2.0,1.0,left-arm wrist-spin,283.0,0.0,7.44,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,8.5,4.22,0.0,0.0,0.0
Jeffery Vandersay,Bowler,right-hand bat,0.0,1.0,0.877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,7.0,163.0,6.79,44.0,79.51,17.0,1.0,legbreak,91.0,94.0,23.98,7.23,41.0,24.0,4.0,0.0,6.6,6.0,0.0,7.0,12.0,5.71,8.22,4.5,0.0,0.0,0.0
Sachin Baby,Batter,left-hand bat,0.0,0.0,1.280898876404494,0.0,0.0,54.0,36.59,24.85,22.9,1.5,2026.0,29.79,85.0,131.98,169.0,64.0,right-arm offbreak,18.0,8.0,32.62,7.83,5.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Priyam Garg,Batter,right-hand bat,0.0,2.0,0.96078431372549,10.5,27.0,23.75,20.15,18.0,17.33,3.0,821.0,20.02,44.0,120.55,67.0,27.0,right-arm medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harnoor Pannu,Batter,right-hand bat,0.0,0.0,0.7142857142857141,0.0,0.0,16.75,0.0,0.0,5.0,0.0,89.0,14.83,8.0,115.58,5.0,5.0,legbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smaran Ravichandran,Batter,right-hand bat,0.0,10.0,1.257042253521126,0.0,14.0,18.75,16.5,26.5,6.57,16.2,1200.0,14.81,135.0,119.88,100.0,38.0,right-arm offbreak,320.0,310.0,26.64,7.06,50.0,24.0,2.0,0.0,13.18,35.0,35.0,93.0,71.0,15.0,12.75,0.0,0.0,0.0,0.0
Shashwat Rawat,Batter,left-hand bat,0.0,1.0,0.4,44.75,15.33,0.0,0.0,0.0,0.0,0.0,225.0,32.14,7.0,153.06,19.0,11.0,right-arm medium-fast,1.0,1.0,6.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Siddarth,Batter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avneesh Sudha,Batter,right-hand bat,0.0,0.0,0.647058823529411,30.88,27.41,11.0,0.0,8.0,0.0,0.0,661.0,24.48,28.0,126.62,75.0,21.0,right-arm offbreak,13.0,5.0,47.4,8.77,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Apoorv Wankhade,Batter,right-hand bat,0.0,0.0,1.026666666666666,0.0,1.0,12.75,43.12,39.81,25.86,20.28,1434.0,29.87,70.0,136.31,82.0,69.0,right-arm medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yudhvir Charak,AllRounder,right-hand bat,0.0,0.0,0.7142857142857141,0.0,0.0,0.0,1.0,1.0,10.5,3.33,175.0,11.66,21.0,80.27,13.0,2.0,slow left-arm orthodox,25.0,13.0,33.15,7.71,0.0,0.0,1.0,0.0,16.83,1.0,6.0,4.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0
Rishi Dhawan,AllRounder,right-hand bat,0.0,0.0,0.9708029197080292,0.0,0.0,34.0,21.75,32.47,28.06,52.71,1740.0,30.0,103.0,121.33,159.0,40.0,right-arm medium-fast,125.0,118.0,26.44,7.6,7.0,6.0,0.0,0.0,15.88,32.0,37.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0
Rajvardhan Hangargekar,AllRounder,right-hand bat,0.0,0.0,1.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,9.33,6.0,112.0,1.0,2.0,right-arm fast-medium,15.0,14.0,30.85,9.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,9.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
Tanush Kotian,AllRounder,right-hand bat,0.0,1.0,1.869565217391304,0.0,24.0,0.0,0.0,0.0,0.0,0.0,87.0,21.75,11.0,98.86,7.0,2.0,right-arm offbreak,31.0,33.0,20.03,6.39,16.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,28.0,28.0,0.0,0.0,0.0,0.0
Arshin Kulkarni,AllRounder,right-hand bat,0.0,0.0,1.545454545454545,124.0,75.0,0.0,24.0,0.0,0.0,0.0,62.0,223.0,0.0,0.0,15.0,0.0,right-arm medium,0.0,0.0,9.53,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shams Mulani,AllRounder,left-hand bat,0.0,0.0,1.6842105263157892,0.0,0.0,6.0,73.0,15.33,21.66,11.0,255.0,15.0,26.0,123.78,26.0,6.0,slow left-arm orthodox,50.0,57.0,22.22,6.96,8.0,2.0,0.0,0.0,4.75,12.0,5.0,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
Shivam Singh,AllRounder,right-hand bat,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,right-arm offbreak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lalit Yadav,AllRounder,right-hand bat,0.0,0.0,1.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.5,3.0,79.16,2.0,1.0,right-arm medium-fast,10.0,7.0,33.85,7.68,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Mohammed Azharuddeen,Batter,right-hand bat,1.0,0.0,1.461538461538461,10.33,26.92,62.0,7.16,21.66,20.16,6.0,829.0,20.21,44.0,132.0,68.0,37.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.R Chethan,Batter,right-hand bat,0.0,0.0,1.285714285714285,23.5,0.0,0.5,33.0,0.0,0.0,0.0,128.0,18.28,8.0,105.78,14.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aryaman Singh Dhaliwal,Batter,right-hand bat,0.0,9.0,1.1733333333333331,0.0,0.0,24.33,34.74,42.5,28.66,12.0,1831.0,32.69,73.0,143.15,140.0,77.0,"right-arm medium, right-arm offbreak",55.0,51.0,19.23,6.38,3.0,16.0,8.0,0.0,26.0,0.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Urvil Patel,Batter,right-hand bat,1.0,2.0,1.583333333333333,23.42,32.78,20.88,18.0,5.0,0.0,0.0,1162.0,26.4,47.0,170.38,134.0,54.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sanskar Rawat,Batter,left-hand bat,0.0,0.0,1.0,0.0,0.0,9.0,20.0,0.0,0.0,0.0,16.0,29.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bipin Saurabh,Batter,right-hand bat,0.0,0.0,0.703703703703703,24.83,52.75,0.0,64.0,0.0,0.0,0.0,784.0,37.33,23.0,137.54,64.0,46.0,right-arm medium-fast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanay Thyagarajann,Batter,right-hand bat,1.0,0.0,0.454545454545454,0.0,0.0,6.0,2.5,0.0,5.5,17.0,45.0,5.62,8.0,58.44,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Money Grewal,Bowler,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashwani Kumar,Bowler,left-hand bat,0.0,0.0,1.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left-arm medium,4.0,2.0,51.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ishan Porel,Bowler,right-hand bat,0.0,0.0,1.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,40.0,0.0,0.0,right-arm medium,31.0,40.0,19.32,7.23,0.0,0.0,0.0,0.0,0.0,12.0,18.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhilash Shetty,Bowler,right-hand bat,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akash Singh,Batter,right-hand bat,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,44.0,11.0,6.0,81.48,5.0,0.0,left-arm medium-fast,20.0,16.0,36.0,8.86,0.0,1.0,0.0,0.0,13.0,13.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
Gurjapneet Singh,Bowler,right-hand bat,0.0,0.0,0.6666666666666661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,left-arm medium-fast,0.0,0.0,9.82,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
Basil Thampi,Bowler,right-hand bat,0.0,0.0,1.08433734939759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,9.12,19.0,108.95,4.0,4.0,right-arm fast-medium,88.0,90.0,28.12,8.35,1.0,4.0,0.0,0.0,6.0,15.0,35.0,19.0,16.0,19.0,5.5,0.0,0.0,0.0,0.0
Murugan Ashwin,Bowler,right-hand bat,0.0,0.0,0.955357142857142,0.0,0.0,1.0,0.0,0.0,0.0,26.0,154.0,7.33,37.0,85.55,7.0,5.0,legbreak googly,110.0,108.0,25.57,7.31,47.0,15.0,0.0,0.0,6.22,0.0,1.0,13.0,32.0,6.25,4.0,0.0,0.0,0.0,0.0
Shreyas Chavan,Bowler,left-hand bat,0.0,0.0,0.6774193548387091,0.0,0.0,0.0,0.0,0.0,45.0,18.0,154.0,17.11,13.0,128.33,8.0,7.0,slow left-arm orthodox,26.0,19.0,33.31,7.97,2.0,2.0,0.0,0.0,17.33,8.0,2.0,5.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
Chintal Gandhi,Bowler,left-hand bat,0.0,0.0,1.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,90.9,0.0,0.0,legbreak,11.0,4.0,52.0,5.94,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Raghav Goyal,Bowler,left-hand bat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left-arm wrist-spin,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jagadeesha Suchith,Bowler,left-hand bat,0.0,0.0,1.394366197183098,0.0,1.0,0.0,0.0,0.0,22.2,17.66,349.0,13.96,44.0,120.34,28.0,12.0,slow left-arm orthodox,85.0,74.0,28.58,7.44,27.0,7.0,0.0,0.0,9.71,5.0,3.0,9.0,23.0,12.6,0.0,0.0,0.0,0.0,0.0
Roshan Waghsare,Bowler,left-hand bat,0.0,3.0,1.224806201550387,21.92,23.9,17.0,25.0,8.2,4.0,0.0,2803.0,21.23,143.0,143.74,366.0,71.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bailapudi Yeswanth,Bowler,right-hand bat,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,legbreak,0.0,0.0,8.31,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sediqullah Atal,Batter,left-hand bat,0.0,4.0,1.7714285714285711,35.0,41.4,12.0,15.5,0.0,0.0,0.0,1507.0,34.25,48.0,131.27,108.0,80.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Breetzke,Batter,right-hand bat,1.0,2.0,1.037735849056603,27.31,29.78,21.7,12.0,71.5,0.0,0.0,2783.0,28.98,106.0,132.33,260.0,107.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Chapman,Batter,left-hand bat,0.0,3.0,0.925714285714285,4.0,25.0,25.04,28.69,30.53,7.83,23.5,3522.0,26.68,157.0,134.17,303.0,130.0,slow left-arm orthodox,39.0,22.0,29.63,7.96,3.0,11.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon King,Batter,right-hand bat,0.0,8.0,1.114864864864865,27.6,18.0,15.18,35.0,23.0,13.0,11.0,3516.0,25.66,151.0,132.42,360.0,170.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evin Lewis,Batter,left-hand bat,0.0,27.0,0.9274193548387092,26.82,31.16,18.0,25.5,9.0,0.0,21.0,6484.0,29.33,238.0,143.86,531.0,446.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pathum Nissanka,Batter,right-hand bat,0.0,4.0,0.968503937007874,28.81,18.28,28.25,12.0,52.0,19.0,0.0,3328.0,27.96,123.0,124.04,355.0,77.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhanuka Rajapaksa,Batter,left-hand bat,0.0,4.0,0.9611650485436892,27.71,18.75,24.22,16.56,29.14,17.07,0.0,3875.0,23.06,189.0,136.44,332.0,188.0,right-arm medium,26.0,28.0,18.42,7.37,0.0,0.0,0.0,0.0,0.0,5.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
